HSHD_NUM,recency,frequency,total_spend,avg_basket_value,total_units,recent_spend,older_spend,spend_trend,INCOME_RANGE,AGE_RANGE,HH_SIZE,L,CHILDREN,churned
1652,0,164,42604.28,259.7821951219512,12828,14139.24,28465.04,-14325.800000000001,6,7,5,1,0,0
1652,0,164,42604.28,259.7821951219512,12828,14139.24,28465.04,-14325.800000000001,6,7,5,1,0,0
1660,260,2,41.04,20.52,24,0.0,41.04,-41.04,0,2,0,1,0,1
1660,260,2,41.04,20.52,24,0.0,41.04,-41.04,0,2,0,1,0,1
1661,154,48,6468.8,134.76666666666668,1680,804.44,5664.36,-4859.92,6,7,5,1,0,1
1661,154,48,6468.8,134.76666666666668,1680,804.44,5664.36,-4859.92,6,7,5,1,0,1
1662,263,2,219.44,109.72,96,0.0,219.44,-219.44,2,5,1,0,0,1
1662,263,2,219.44,109.72,96,0.0,219.44,-219.44,2,5,1,0,0,1
1699,1,341,65395.92,191.77689149560118,16604,16612.32,48783.6,-32171.28,1,3,1,1,0,0
1699,1,341,65395.92,191.77689149560118,16604,16612.32,48783.6,-32171.28,1,3,1,1,0,0
1709,1,96,32649.2,340.09583333333336,10760,7456.76,25192.44,-17735.68,2,5,5,1,0,0
1709,1,96,32649.2,340.09583333333336,10760,7456.76,25192.44,-17735.68,2,5,5,1,0,0
1729,5,202,34045.76,168.54336633663368,13216,10699.24,23346.52,-12647.28,4,3,1,1,0,0
1729,5,202,34045.76,168.54336633663368,13216,10699.24,23346.52,-12647.28,4,3,1,1,0,0
1747,230,2,223.24,111.62,92,0.0,223.24,-223.24,0,4,1,1,0,1
1747,230,2,223.24,111.62,92,0.0,223.24,-223.24,0,4,1,1,0,1
1748,3,447,56734.68,126.92322147651005,19304,8741.24,47993.44,-39252.200000000004,0,3,4,1,0,0
1748,3,447,56734.68,126.92322147651005,19304,8741.24,47993.44,-39252.200000000004,0,3,4,1,0,0
1750,425,1,39.92,39.92,8,0.0,39.92,-39.92,1,3,2,1,0,1
1750,425,1,39.92,39.92,8,0.0,39.92,-39.92,1,3,2,1,0,1
1770,8,95,37246.36,392.06694736842104,11268,11007.36,26239.0,-15231.64,2,5,1,1,0,0
1770,8,95,37246.36,392.06694736842104,11268,11007.36,26239.0,-15231.64,2,5,1,1,0,0
1786,8,357,27833.84,77.96593837535013,11028,2652.7200000000003,25181.12,-22528.399999999998,3,2,4,0,0,0
1786,8,357,27833.84,77.96593837535013,11028,2652.7200000000003,25181.12,-22528.399999999998,3,2,4,0,0,0
1795,9,251,50738.08,202.14374501992032,26140,11165.28,39572.8,-28407.520000000004,2,2,4,1,0,0
1795,9,251,50738.08,202.14374501992032,26140,11165.28,39572.8,-28407.520000000004,2,2,4,1,0,0
1797,3,409,45195.92,110.50347188264058,16780,12962.76,32233.16,-19270.4,3,2,2,0,0,0
1797,3,409,45195.92,110.50347188264058,16780,12962.76,32233.16,-19270.4,3,2,2,0,0,0
1809,0,249,24575.16,98.69542168674698,7984,8090.92,16484.24,-8393.320000000002,6,7,5,1,0,0
1809,0,249,24575.16,98.69542168674698,7984,8090.92,16484.24,-8393.320000000002,6,7,5,1,0,0
1836,5,70,38314.56,547.3508571428572,13008,14092.6,24221.96,-10129.359999999999,2,6,1,1,0,0
1836,5,70,38314.56,547.3508571428572,13008,14092.6,24221.96,-10129.359999999999,2,6,1,1,0,0
1861,0,465,37639.88,80.94597849462366,17372,16185.880000000001,21454.0,-5268.119999999999,3,2,0,1,0,0
1861,0,465,37639.88,80.94597849462366,17372,16185.880000000001,21454.0,-5268.119999999999,3,2,0,1,0,0
1873,20,162,36032.24,222.42123456790128,11516,12360.08,23672.16,-11312.08,3,3,2,1,0,0
1873,20,162,36032.24,222.42123456790128,11516,12360.08,23672.16,-11312.08,3,3,2,1,0,0
1885,6,185,92764.4,501.4291891891892,29796,24236.4,68528.0,-44291.6,4,2,3,1,0,0
1885,6,185,92764.4,501.4291891891892,29796,24236.4,68528.0,-44291.6,4,2,3,1,0,0
1895,0,458,55512.96,121.2073362445415,24216,15620.4,39892.56,-24272.159999999996,6,7,5,1,0,0
1895,0,458,55512.96,121.2073362445415,24216,15620.4,39892.56,-24272.159999999996,6,7,5,1,0,0
1904,23,104,26129.88,251.24884615384613,8832,5901.8,20228.08,-14326.280000000002,3,1,2,1,0,0
1904,23,104,26129.88,251.24884615384613,8832,5901.8,20228.08,-14326.280000000002,3,1,2,1,0,0
1914,431,1,49.440000000000005,49.440000000000005,24,0.0,49.440000000000005,-49.440000000000005,0,4,0,0,0,1
1914,431,1,49.440000000000005,49.440000000000005,24,0.0,49.440000000000005,-49.440000000000005,0,4,0,0,0,1
1916,2,518,53753.36,103.77096525096525,19068,8788.48,44964.88,-36176.399999999994,2,4,0,0,0,0
1916,2,518,53753.36,103.77096525096525,19068,8788.48,44964.88,-36176.399999999994,2,4,0,0,0,0
1924,5,270,56890.6,210.70592592592592,16288,15893.56,40997.04,-25103.480000000003,0,4,3,1,0,0
1924,5,270,56890.6,210.70592592592592,16288,15893.56,40997.04,-25103.480000000003,0,4,3,1,0,0
1937,407,1,4.0,4.0,4,0.0,4.0,-4.0,4,3,2,1,0,1
1937,407,1,4.0,4.0,4,0.0,4.0,-4.0,4,3,2,1,0,1
1949,1,270,20792.96,77.01096296296298,9236,5127.72,15665.24,-10537.52,6,7,5,0,0,0
1949,1,270,20792.96,77.01096296296298,9236,5127.72,15665.24,-10537.52,6,7,5,0,0,0
1963,553,4,109.72,27.43,44,0.0,109.72,-109.72,0,3,4,1,0,1
1963,553,4,109.72,27.43,44,0.0,109.72,-109.72,0,3,4,1,0,1
1990,0,330,90278.04000000001,273.56981818181816,23724,21695.96,68582.08,-46886.12,3,4,2,1,0,0
1990,0,330,90278.04000000001,273.56981818181816,23724,21695.96,68582.08,-46886.12,3,4,2,1,0,0
1994,2,163,31417.88,192.74773006134973,9612,7438.16,23979.72,-16541.56,6,7,5,1,0,0
1994,2,163,31417.88,192.74773006134973,9612,7438.16,23979.72,-16541.56,6,7,5,1,0,0
2004,1,191,68940.24,360.94366492146594,16968,20987.760000000002,47952.48,-26964.72,1,1,1,1,0,0
2004,1,191,68940.24,360.94366492146594,16968,20987.760000000002,47952.48,-26964.72,1,1,1,1,0,0
2011,1,225,84356.4,374.9173333333333,21496,24448.04,59908.36,-35460.32,5,2,1,1,0,0
2011,1,225,84356.4,374.9173333333333,21496,24448.04,59908.36,-35460.32,5,2,1,1,0,0
2017,379,10,843.52,84.352,320,0.0,843.52,-843.52,3,3,0,1,0,1
2017,379,10,843.52,84.352,320,0.0,843.52,-843.52,3,3,0,1,0,1
2019,1,178,16708.2,93.86629213483144,5976,5367.24,11340.960000000001,-5973.720000000001,1,2,0,0,0,0
2019,1,178,16708.2,93.86629213483144,5976,5367.24,11340.960000000001,-5973.720000000001,1,2,0,0,0,0
2022,1,206,75705.48,367.50233009708745,21796,23215.2,52490.28,-29275.079999999998,1,2,0,1,0,0
2022,1,206,75705.48,367.50233009708745,21796,23215.2,52490.28,-29275.079999999998,1,2,0,1,0,0
2024,0,165,45887.28,278.10472727272725,18220,10853.4,35033.88,-24180.479999999996,6,7,5,1,0,0
2024,0,165,45887.28,278.10472727272725,18220,10853.4,35033.88,-24180.479999999996,6,7,5,1,0,0
2027,343,1,103.88,103.87999999999998,12,0.0,103.88,-103.88,6,7,5,1,0,1
2027,343,1,103.88,103.87999999999998,12,0.0,103.88,-103.88,6,7,5,1,0,1
2066,0,232,26213.2,112.98793103448276,11540,7975.4400000000005,18237.760000000002,-10262.320000000002,3,1,0,1,0,0
2066,0,232,26213.2,112.98793103448276,11540,7975.4400000000005,18237.760000000002,-10262.320000000002,3,1,0,1,0,0
2077,10,211,58739.16,278.38464454976304,20872,13444.28,45294.88,-31850.6,4,2,0,1,0,0
2077,10,211,58739.16,278.38464454976304,20872,13444.28,45294.88,-31850.6,4,2,0,1,0,0
2102,2,293,35509.12,121.19153583617748,11804,13104.08,22405.04,-9300.960000000001,1,3,2,1,0,0
2102,2,293,35509.12,121.19153583617748,11804,13104.08,22405.04,-9300.960000000001,1,3,2,1,0,0
2143,0,256,49376.12,192.87546875,15260,14234.56,35141.56,-20907.0,0,3,3,1,0,0
2143,0,256,49376.12,192.87546875,15260,14234.56,35141.56,-20907.0,0,3,3,1,0,0
2148,2,117,21857.4,186.8153846153846,9472,6765.44,15091.960000000001,-8326.52,2,2,1,1,0,0
2148,2,117,21857.4,186.8153846153846,9472,6765.44,15091.960000000001,-8326.52,2,2,1,1,0,0
2150,2,249,45414.88,182.3890763052209,15892,10241.84,35173.04,-24931.2,2,4,1,1,0,0
2150,2,249,45414.88,182.3890763052209,15892,10241.84,35173.04,-24931.2,2,4,1,1,0,0
2175,1,512,78898.0,154.09765625,29028,15032.16,63865.840000000004,-48833.68000000001,3,3,3,1,0,0
2175,1,512,78898.0,154.09765625,29028,15032.16,63865.840000000004,-48833.68000000001,3,3,3,1,0,0
2178,0,159,23586.56,148.34314465408806,8340,7812.4400000000005,15774.12,-7961.68,5,1,0,1,0,0
2178,0,159,23586.56,148.34314465408806,8340,7812.4400000000005,15774.12,-7961.68,5,1,0,1,0,0
2189,0,266,30103.68,113.17172932330827,11800,7772.16,22331.52,-14559.36,5,5,1,0,0,0
2189,0,266,30103.68,113.17172932330827,11800,7772.16,22331.52,-14559.36,5,5,1,0,0,0
2200,0,406,40816.76,100.53389162561577,16156,10729.28,30087.48,-19358.199999999997,5,5,1,1,0,0
2200,0,406,40816.76,100.53389162561577,16156,10729.28,30087.48,-19358.199999999997,5,5,1,1,0,0
2211,0,284,24758.760000000002,87.17873239436621,9756,9142.2,15616.56,-6474.359999999999,3,3,0,0,0,0
2211,0,284,24758.760000000002,87.17873239436621,9756,9142.2,15616.56,-6474.359999999999,3,3,0,0,0,0
2225,2,243,16835.64,69.28246913580247,5372,4546.4400000000005,12289.2,-7742.76,2,2,5,0,0,0
2225,2,243,16835.64,69.28246913580247,5372,4546.4400000000005,12289.2,-7742.76,2,2,5,0,0,0
2232,1,210,19690.52,93.76438095238096,9312,4417.76,15272.76,-10855.0,5,5,2,0,0,0
2232,1,210,19690.52,93.76438095238096,9312,4417.76,15272.76,-10855.0,5,5,2,0,0,0
2244,3,177,37761.08,213.3394350282486,10048,10305.56,27455.52,-17149.96,2,7,0,1,0,0
2244,3,177,37761.08,213.3394350282486,10048,10305.56,27455.52,-17149.96,2,7,0,1,0,0
2260,22,245,27386.2,111.78040816326532,10188,8906.88,18479.32,-9572.44,6,7,5,1,0,0
2260,22,245,27386.2,111.78040816326532,10188,8906.88,18479.32,-9572.44,6,7,5,1,0,0
2264,2,238,29463.96,123.7981512605042,8012,11299.960000000001,18164.0,-6864.039999999999,6,7,5,1,0,0
2264,2,238,29463.96,123.7981512605042,8012,11299.960000000001,18164.0,-6864.039999999999,6,7,5,1,0,0
2291,4,319,68012.12,213.20413793103447,16792,20395.12,47617.0,-27221.88,6,7,5,1,0,0
2291,4,319,68012.12,213.20413793103447,16792,20395.12,47617.0,-27221.88,6,7,5,1,0,0
2306,644,1,135.68,135.68,52,0.0,135.68,-135.68,3,6,1,1,0,1
2306,644,1,135.68,135.68,52,0.0,135.68,-135.68,3,6,1,1,0,1
2319,15,117,19846.56,169.62871794871793,4428,5450.24,14396.32,-8946.08,3,6,1,0,0,0
2319,15,117,19846.56,169.62871794871793,4428,5450.24,14396.32,-8946.08,3,6,1,0,0,0
2320,2,467,42310.12,90.59982869379016,12568,11150.08,31160.04,-20009.96,4,4,1,0,0,0
2320,2,467,42310.12,90.59982869379016,12568,11150.08,31160.04,-20009.96,4,4,1,0,0,0
2322,1,167,46363.88,277.6280239520958,15760,15171.12,31192.760000000002,-16021.640000000001,6,7,5,1,0,0
2322,1,167,46363.88,277.6280239520958,15760,15171.12,31192.760000000002,-16021.640000000001,6,7,5,1,0,0
2325,235,3,454.84000000000003,151.61333333333334,156,0.0,454.84000000000003,-454.84000000000003,6,7,5,0,0,1
2325,235,3,454.84000000000003,151.61333333333334,156,0.0,454.84000000000003,-454.84000000000003,6,7,5,0,0,1
2337,583,12,693.48,57.79000000000001,268,0.0,693.48,-693.48,2,2,2,0,0,1
2337,583,12,693.48,57.79000000000001,268,0.0,693.48,-693.48,2,2,2,0,0,1
2345,9,206,25795.52,125.22097087378641,7916,6771.0,19024.52,-12253.52,2,4,2,1,0,0
2345,9,206,25795.52,125.22097087378641,7916,6771.0,19024.52,-12253.52,2,4,2,1,0,0
2371,2,136,67426.76,495.7850000000001,17560,18947.12,48479.64,-29532.52,1,4,2,1,0,0
2371,2,136,67426.76,495.7850000000001,17560,18947.12,48479.64,-29532.52,1,4,2,1,0,0
2375,2,447,58843.92,131.64187919463086,10444,17350.6,41493.32,-24142.72,5,5,1,0,0,0
2375,2,447,58843.92,131.64187919463086,10444,17350.6,41493.32,-24142.72,5,5,1,0,0,0
2379,1,204,12627.28,61.89843137254901,7984,2848.08,9779.2,-6931.120000000001,2,6,1,0,0,0
2379,1,204,12627.28,61.89843137254901,7984,2848.08,9779.2,-6931.120000000001,2,6,1,0,0,0
2391,0,437,36248.72,82.94901601830664,11928,10520.0,25728.72,-15208.720000000001,4,4,4,0,0,0
2391,0,437,36248.72,82.94901601830664,11928,10520.0,25728.72,-15208.720000000001,4,4,4,0,0,0
2406,0,259,24549.12,94.7842471042471,9100,7167.8,17381.32,-10213.52,5,5,2,0,0,0
2406,0,259,24549.12,94.7842471042471,9100,7167.8,17381.32,-10213.52,5,5,2,0,0,0
2420,0,297,52099.96,175.42074074074077,14712,14656.64,37443.32,-22786.68,4,4,1,1,0,0
2420,0,297,52099.96,175.42074074074077,14712,14656.64,37443.32,-22786.68,4,4,1,1,0,0
2429,438,3,445.72,148.57333333333335,116,0.0,445.72,-445.72,1,4,2,1,0,1
2429,438,3,445.72,148.57333333333335,116,0.0,445.72,-445.72,1,4,2,1,0,1
2433,3,462,78998.56,170.99255411255413,24860,18638.64,60359.92,-41721.28,1,3,2,1,0,0
2433,3,462,78998.56,170.99255411255413,24860,18638.64,60359.92,-41721.28,1,3,2,1,0,0
2435,2,455,47039.92,103.38443956043956,17088,11634.92,35405.0,-23770.08,6,7,5,1,0,0
2435,2,455,47039.92,103.38443956043956,17088,11634.92,35405.0,-23770.08,6,7,5,1,0,0
2436,1,422,53794.64,127.47545023696684,14388,13562.12,40232.520000000004,-26670.4,1,4,0,1,0,0
2436,1,422,53794.64,127.47545023696684,14388,13562.12,40232.520000000004,-26670.4,1,4,0,1,0,0
2442,4,356,70982.96,199.39033707865167,33368,16805.84,54177.12,-37371.28,2,5,0,1,0,0
2442,4,356,70982.96,199.39033707865167,33368,16805.84,54177.12,-37371.28,2,5,0,1,0,0
2453,4,323,39330.840000000004,121.76730650154798,20032,8118.4,31212.44,-23094.04,2,2,5,1,0,0
2453,4,323,39330.840000000004,121.76730650154798,20032,8118.4,31212.44,-23094.04,2,2,5,1,0,0
2454,27,65,5087.4,78.2676923076923,1888,1180.24,3907.16,-2726.92,3,3,2,0,0,0
2454,27,65,5087.4,78.2676923076923,1888,1180.24,3907.16,-2726.92,3,3,2,0,0,0
2504,3,175,25702.56,146.87177142857144,6508,12078.8,13623.76,-1544.960000000001,5,5,1,1,0,0
2504,3,175,25702.56,146.87177142857144,6508,12078.8,13623.76,-1544.960000000001,5,5,1,1,0,0
2507,0,618,58997.24,95.46478964401294,27004,16775.24,42222.0,-25446.76,2,3,2,1,0,0
2507,0,618,58997.24,95.46478964401294,27004,16775.24,42222.0,-25446.76,2,3,2,1,0,0
2512,0,845,131662.52,155.81363313609467,54208,30301.32,101361.2,-71059.88,0,2,4,1,0,0
2512,0,845,131662.52,155.81363313609467,54208,30301.32,101361.2,-71059.88,0,2,4,1,0,0
2519,6,151,47806.32,316.5981456953643,14052,14398.0,33408.32,-19010.32,4,4,2,1,0,0
2519,6,151,47806.32,316.5981456953643,14052,14398.0,33408.32,-19010.32,4,4,2,1,0,0
2531,25,240,43805.48,182.52283333333335,13672,12444.0,31361.48,-18917.48,6,7,5,1,0,0
2531,25,240,43805.48,182.52283333333335,13672,12444.0,31361.48,-18917.48,6,7,5,1,0,0
2541,4,213,41833.12,196.39962441314552,15104,10854.48,30978.64,-20124.16,3,4,1,1,0,0
2541,4,213,41833.12,196.39962441314552,15104,10854.48,30978.64,-20124.16,3,4,1,1,0,0
2555,1,129,25547.760000000002,198.0446511627907,8284,6039.08,19508.68,-13469.6,0,4,1,1,0,0
2555,1,129,25547.760000000002,198.0446511627907,8284,6039.08,19508.68,-13469.6,0,4,1,1,0,0
2572,10,278,36781.76,132.3084892086331,13644,10026.76,26755.0,-16728.239999999998,0,5,1,1,0,0
2572,10,278,36781.76,132.3084892086331,13644,10026.76,26755.0,-16728.239999999998,0,5,1,1,0,0
2573,0,180,46253.4,256.9633333333333,11944,14958.44,31294.96,-16336.519999999999,0,3,1,1,0,0
2573,0,180,46253.4,256.9633333333333,11944,14958.44,31294.96,-16336.519999999999,0,3,1,1,0,0
2575,1,745,73362.8,98.47355704697986,25208,16658.04,56704.76,-40046.72,2,4,0,1,0,0
2575,1,745,73362.8,98.47355704697986,25208,16658.04,56704.76,-40046.72,2,4,0,1,0,0
2584,6,192,22558.88,117.49416666666667,8988,5990.96,16567.920000000002,-10576.960000000003,2,6,0,1,0,0
2584,6,192,22558.88,117.49416666666667,8988,5990.96,16567.920000000002,-10576.960000000003,2,6,0,1,0,0
2607,1,342,37879.88,110.75988304093569,20080,8921.960000000001,28957.920000000002,-20035.96,6,7,5,1,0,0
2607,1,342,37879.88,110.75988304093569,20080,8921.960000000001,28957.920000000002,-20035.96,6,7,5,1,0,0
2617,1,210,29750.56,141.66933333333333,12640,6869.08,22881.48,-16012.4,0,2,1,0,0,0
2617,1,210,29750.56,141.66933333333333,12640,6869.08,22881.48,-16012.4,0,2,1,0,0,0
2629,0,584,116216.2,199.00034246575345,36876,27381.920000000002,88834.28,-61452.36,4,6,2,1,0,0
2629,0,584,116216.2,199.00034246575345,36876,27381.920000000002,88834.28,-61452.36,4,6,2,1,0,0
2630,0,355,27567.4,77.65464788732395,6908,5775.92,21791.48,-16015.56,6,7,5,0,0,0
2630,0,355,27567.4,77.65464788732395,6908,5775.92,21791.48,-16015.56,6,7,5,0,0,0
2638,5,288,74577.08,258.9481944444444,22024,16949.920000000002,57627.16,-40677.240000000005,2,4,1,1,0,0
2638,5,288,74577.08,258.9481944444444,22024,16949.920000000002,57627.16,-40677.240000000005,2,4,1,1,0,0
2639,5,370,66927.04,180.88389189189192,20984,17874.88,49052.16,-31177.280000000002,4,3,3,1,0,0
2639,5,370,66927.04,180.88389189189192,20984,17874.88,49052.16,-31177.280000000002,4,3,3,1,0,0
2652,3,171,20013.48,117.0378947368421,11180,6652.32,13361.16,-6708.84,4,4,0,0,0,0
2652,3,171,20013.48,117.0378947368421,11180,6652.32,13361.16,-6708.84,4,4,0,0,0,0
2654,3,163,10782.08,66.14773006134969,6180,2789.2,7992.88,-5203.68,5,5,4,1,0,0
2654,3,163,10782.08,66.14773006134969,6180,2789.2,7992.88,-5203.68,5,5,4,1,0,0
2685,2,6,462.64,77.10666666666667,260,349.16,113.48,235.68,2,2,2,0,0,0
2685,2,6,462.64,77.10666666666667,260,349.16,113.48,235.68,2,2,2,0,0,0
2707,2,406,18106.4,44.59704433497537,8136,4727.92,13378.48,-8650.56,5,5,0,0,0,0
2707,2,406,18106.4,44.59704433497537,8136,4727.92,13378.48,-8650.56,5,5,0,0,0,0
2710,7,196,36348.56,185.45183673469387,10804,9514.8,26833.760000000002,-17318.960000000003,3,7,1,1,0,0
2710,7,196,36348.56,185.45183673469387,10804,9514.8,26833.760000000002,-17318.960000000003,3,7,1,1,0,0
2735,263,5,432.64,86.52799999999999,128,0.0,432.64,-432.64,5,5,0,0,0,1
2735,263,5,432.64,86.52799999999999,128,0.0,432.64,-432.64,5,5,0,0,0,1
2745,0,173,54250.12,313.5845086705202,18228,15663.72,38586.4,-22922.68,3,5,0,1,0,0
2745,0,173,54250.12,313.5845086705202,18228,15663.72,38586.4,-22922.68,3,5,0,1,0,0
2756,1,272,95866.2,352.44926470588234,25148,40849.48,55016.72,-14167.239999999998,3,5,5,1,0,0
2756,1,272,95866.2,352.44926470588234,25148,40849.48,55016.72,-14167.239999999998,3,5,5,1,0,0
2762,2,180,40061.76,222.56533333333334,13076,10206.92,29854.84,-19647.92,3,1,0,1,0,0
2762,2,180,40061.76,222.56533333333334,13076,10206.92,29854.84,-19647.92,3,1,0,1,0,0
2780,0,651,82817.52,127.21585253456222,33084,16029.12,66788.4,-50759.27999999999,2,4,4,1,0,0
2780,0,651,82817.52,127.21585253456222,33084,16029.12,66788.4,-50759.27999999999,2,4,4,1,0,0
2781,12,83,16571.32,199.6544578313253,5512,5405.0,11166.32,-5761.32,3,4,2,1,0,0
2781,12,83,16571.32,199.6544578313253,5512,5405.0,11166.32,-5761.32,3,4,2,1,0,0
2822,163,9,3181.12,353.4577777777778,864,1094.88,2086.2400000000002,-991.3600000000001,0,4,4,1,0,1
2822,163,9,3181.12,353.4577777777778,864,1094.88,2086.2400000000002,-991.3600000000001,0,4,4,1,0,1
2838,285,1,93.39999999999999,93.39999999999999,20,0.0,93.39999999999999,-93.39999999999999,4,4,1,1,0,1
2838,285,1,93.39999999999999,93.39999999999999,20,0.0,93.39999999999999,-93.39999999999999,4,4,1,1,0,1
2844,4,104,28772.920000000002,276.6626923076923,9664,6934.4400000000005,21838.48,-14904.039999999999,2,4,0,1,0,0
2844,4,104,28772.920000000002,276.6626923076923,9664,6934.4400000000005,21838.48,-14904.039999999999,2,4,0,1,0,0
2847,5,43,10916.36,253.86883720930234,3648,6795.4400000000005,4120.92,2674.5200000000004,1,3,3,1,0,0
2847,5,43,10916.36,253.86883720930234,3648,6795.4400000000005,4120.92,2674.5200000000004,1,3,3,1,0,0
2874,4,188,32292.04,171.76617021276596,10784,7258.56,25033.48,-17774.92,1,4,2,1,0,0
2874,4,188,32292.04,171.76617021276596,10784,7258.56,25033.48,-17774.92,1,4,2,1,0,0
2921,476,1,67.88,67.88,12,0.0,67.88,-67.88,0,3,3,0,0,1
2921,476,1,67.88,67.88,12,0.0,67.88,-67.88,0,3,3,0,0,1
2934,47,2,345.36,172.68,88,345.36,0.0,345.36,0,3,2,1,0,0
2934,47,2,345.36,172.68,88,345.36,0.0,345.36,0,3,2,1,0,0
2937,460,2,333.0,166.5,120,0.0,333.0,-333.0,1,3,1,1,0,1
2937,460,2,333.0,166.5,120,0.0,333.0,-333.0,1,3,1,1,0,1
2938,714,2,33.96,16.98,8,0.0,33.96,-33.96,1,4,3,1,0,1
2938,714,2,33.96,16.98,8,0.0,33.96,-33.96,1,4,3,1,0,1
2986,15,137,31033.56,226.5223357664234,13680,5277.92,25755.64,-20477.72,5,6,2,0,0,0
2986,15,137,31033.56,226.5223357664234,13680,5277.92,25755.64,-20477.72,5,6,2,0,0,0
2990,6,87,24241.48,278.63770114942525,10152,5435.36,18806.12,-13370.759999999998,5,2,1,1,0,0
2990,6,87,24241.48,278.63770114942525,10152,5435.36,18806.12,-13370.759999999998,5,2,1,1,0,0
2997,553,2,225.64000000000001,112.82000000000001,48,0.0,225.64000000000001,-225.64000000000001,4,4,3,1,0,1
2997,553,2,225.64000000000001,112.82000000000001,48,0.0,225.64000000000001,-225.64000000000001,4,4,3,1,0,1
3003,4,207,33600.56,162.3215458937198,9464,8858.8,24741.760000000002,-15882.960000000003,0,1,1,1,0,0
3003,4,207,33600.56,162.3215458937198,9464,8858.8,24741.760000000002,-15882.960000000003,0,1,1,1,0,0
3004,1,237,34220.840000000004,144.39172995780592,10864,11847.2,22373.64,-10526.439999999999,2,6,1,1,0,0
3004,1,237,34220.840000000004,144.39172995780592,10864,11847.2,22373.64,-10526.439999999999,2,6,1,1,0,0
3014,2,519,67046.6,129.18420038535646,23680,21955.12,45091.48,-23136.360000000004,5,4,3,1,0,0
3014,2,519,67046.6,129.18420038535646,23680,21955.12,45091.48,-23136.360000000004,5,4,3,1,0,0
3022,1,240,74834.28,311.80949999999996,25308,22379.28,52455.0,-30075.72,0,3,3,1,0,0
3022,1,240,74834.28,311.80949999999996,25308,22379.28,52455.0,-30075.72,0,3,3,1,0,0
3030,0,354,31805.2,89.845197740113,12788,8684.04,23121.16,-14437.119999999999,3,4,1,0,0,0
3030,0,354,31805.2,89.845197740113,12788,8684.04,23121.16,-14437.119999999999,3,4,1,0,0,0
3044,3,209,31950.72,152.87425837320575,12120,8922.68,23028.04,-14105.36,4,4,0,1,0,0
3044,3,209,31950.72,152.87425837320575,12120,8922.68,23028.04,-14105.36,4,4,0,1,0,0
3049,2,155,17912.920000000002,115.5672258064516,5612,2479.28,15433.64,-12954.359999999999,6,7,5,0,0,0
3049,2,155,17912.920000000002,115.5672258064516,5612,2479.28,15433.64,-12954.359999999999,6,7,5,0,0,0
3060,1,220,27315.84,124.1629090909091,8004,9937.32,17378.52,-7441.200000000001,0,4,2,1,0,0
3060,1,220,27315.84,124.1629090909091,8004,9937.32,17378.52,-7441.200000000001,0,4,2,1,0,0
3105,3,193,48633.200000000004,251.98549222797925,13260,12682.32,35950.88,-23268.559999999998,4,1,5,1,0,0
3105,3,193,48633.200000000004,251.98549222797925,13260,12682.32,35950.88,-23268.559999999998,4,1,5,1,0,0
3111,5,230,39930.28,173.60991304347826,16560,9970.48,29959.8,-19989.32,0,3,4,1,0,0
3111,5,230,39930.28,173.60991304347826,16560,9970.48,29959.8,-19989.32,0,3,4,1,0,0
3151,0,103,48499.08,470.8648543689321,12304,12975.68,35523.4,-22547.72,0,5,1,1,0,0
3151,0,103,48499.08,470.8648543689321,12304,12975.68,35523.4,-22547.72,0,5,1,1,0,0
3163,10,216,27578.28,127.67722222222221,10172,5060.2,22518.08,-17457.88,4,3,0,1,0,0
3163,10,216,27578.28,127.67722222222221,10172,5060.2,22518.08,-17457.88,4,3,0,1,0,0
3164,6,131,53875.48,411.26320610687026,13512,11546.76,42328.72,-30781.96,4,4,3,1,0,0
3164,6,131,53875.48,411.26320610687026,13512,11546.76,42328.72,-30781.96,4,4,3,1,0,0
3186,2,274,36423.48,132.9324087591241,12632,11776.56,24646.920000000002,-12870.360000000002,1,4,1,1,0,0
3186,2,274,36423.48,132.9324087591241,12632,11776.56,24646.920000000002,-12870.360000000002,1,4,1,1,0,0
3205,1,243,22590.96,92.96691358024691,7876,6418.76,16172.2,-9753.44,3,5,1,0,0,0
3205,1,243,22590.96,92.96691358024691,7876,6418.76,16172.2,-9753.44,3,5,1,0,0,0
3214,0,499,93943.52,188.26356713426853,25808,12743.8,81199.72,-68455.92,0,6,1,1,0,0
3214,0,499,93943.52,188.26356713426853,25808,12743.8,81199.72,-68455.92,0,6,1,1,0,0
3220,0,279,43374.6,155.46451612903226,15456,10018.64,33355.96,-23337.32,4,2,4,1,0,0
3220,0,279,43374.6,155.46451612903226,15456,10018.64,33355.96,-23337.32,4,2,4,1,0,0
3232,4,658,49712.2,75.55045592705167,16524,12760.76,36951.44,-24190.68,3,5,1,0,0,0
3232,4,658,49712.2,75.55045592705167,16524,12760.76,36951.44,-24190.68,3,5,1,0,0,0
3243,0,236,56720.36,240.34050847457627,20312,17805.52,38914.840000000004,-21109.320000000003,3,1,0,1,0,0
3243,0,236,56720.36,240.34050847457627,20312,17805.52,38914.840000000004,-21109.320000000003,3,1,0,1,0,0
3246,0,363,59119.32,162.86314049586778,19832,14751.720000000001,44367.6,-29615.879999999997,1,3,2,1,0,0
3246,0,363,59119.32,162.86314049586778,19832,14751.720000000001,44367.6,-29615.879999999997,1,3,2,1,0,0
3247,1,576,35003.76,60.77041666666667,13052,9788.92,25214.84,-15425.92,4,4,3,0,0,0
